"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명"
"3160000","CDFH3301052012000007","20121212","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 구로동 182-13번지 대륭포스트타워2  401404호 ","서울특별시 구로구 디지털로 306 401404호 (구로동 대륭포스트타워2차)","08378","코어핏","20180320131559","I","2018-08-31 23:59:59.0","","190845.231594802    ","442639.420821243    ","골프연습장업","사립","","","","293","","",""
"3160000","CDFH3301052013000002","20131023","","01","영업/정상","13","영업중","","","","","02-2613-5000","","152825","서울특별시 구로구 고척동 60-34번지 ","서울특별시 구로구 안양천로539길 11 (고척동)","08220","제니스 스포츠클럽","20131023110252","I","2018-08-31 23:59:59.0","","188459.808425308    ","444722.121126965    ","골프연습장업","사립","","2","1","","","",""
"3160000","CDFH3301052010000002","20100224","","01","영업/정상","13","영업중","","","","","02-2614-0099","","152895","서울특별시 구로구 오류동 118-2 ","서울특별시 구로구 경인로 90 (오류동)","08358","윈스크린골프","20210802145326","U","2021-08-04 02:40:00.0","","185084.164537768    ","443243.231910106    ","골프연습장업","사립","","0","0","0","0","",""
"3160000","CDFH3301051996000001","19960627","","01","영업/정상","13","영업중","","","","","2613-5201","","152826","서울특별시 구로구 고척동 77-5 ","서울특별시 구로구 중앙로 27 (고척동)","08225","윈골프연습장","20210802144422","U","2021-08-04 02:40:00.0","","187823.441114929    ","444263.317740269    ","골프연습장업","사립","","0","0","0","0","",""
"3160000","CDFH3301051998000002","19980813","","01","영업/정상","13","영업중","","","","","854-2050","","152858","서울특별시 구로구 구로동 476-6번지 ","서울특별시 구로구 구로동로47길 11-1  (구로동)","08281","대동골프연습장","20110124144625","I","2018-08-31 23:59:59.0","","189479.919739343    ","443971.940930961    ","골프연습장업","사립","","","","","","",""
"3160000","CDFH3301052001000002","20011029","","01","영업/정상","13","영업중","","","","","02-2066-6010","","152821","서울특별시 구로구 개봉동 480 현대홈타운상가 지하 ","서울특별시 구로구 개봉로20길 158 (개봉동현대홈타운상가 지하)","08330","현대골프스쿨","20210827151829","U","2021-08-29 02:40:00.0","","187692.849983521    ","443277.609589925    ","골프연습장업","사립","","0","0","619","0","",""
"3160000","CDFH3301052002000001","20020826","","01","영업/정상","13","영업중","","","","","","","152887","서울특별시 구로구 신도림동 402-3번지 천강아파트형공장 지하 B101호","서울특별시 구로구 구로중앙로 218  B101호 (신도림동천강아파트형공장 지하)","08212","스카이 골프연습장","20140211084748","I","2018-08-31 23:59:59.0","","189106.243993714    ","444835.70538397     ","골프연습장업","사립","","","","","","",""
"3160000","CDFH3301052002000003","20021021","","01","영업/정상","13","영업중","","","","","2636-5711","","152887","서울특별시 구로구 신도림동 309-6 성광빌딩 7층 ","서울특별시 구로구 신도림로19길 7 (신도림동성광빌딩 7층)","08202","성광골프연습장","20210907120115","U","2021-09-09 02:40:00.0","","189713.290387994    ","445458.335742134    ","골프연습장업","사립","","0","0","0","0","",""
"3160000","CDFH3301052003000003","20030415","","01","영업/정상","13","영업중","","","","","02-2687-5088","","152090","서울특별시 구로구 개봉동 482 ","서울특별시 구로구 고척로27길 126 (개봉동)","08243","제이피골프아카데미","20210827151955","U","2021-08-29 02:40:00.0","","186244.862436717    ","445045.801388601    ","골프연습장업","사립","","0","0","0","0","",""
"3160000","CDFH3301052004000002","20040401","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","2066-0858","","152836","서울특별시 구로구 고척동 271-183 ","서울특별시 구로구 경인로35길 113-8 (고척동)","08234","홀인원실내골프연습장","20210531092321","U","2021-06-02 02:40:00.0","","186809.248779316    ","444379.608729135    ","골프연습장업","사립","","","","","","",""
"3160000","CDFH3301052005000004","20050823","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","2683-7381","","152816","서울특별시 구로구 개봉동 403-219 3?4층 ","서울특별시 구로구 개봉로20길 30 (개봉동3?4층)","08329","청운골프 아카데미","20210531092616","U","2021-06-02 02:40:00.0","","187234.286075422    ","443473.960166508    ","골프연습장업","사립","","","","","","",""
"3160000","CDFH3301052006000002","20060323","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","2615-7111","","152831","서울특별시 구로구 고척동 176-3 2층 ","서울특별시 구로구 중앙로 91 (고척동2층)","08228","에이스골프스쿨","20210531092703","U","2021-06-02 02:40:00.0","","187589.446384647    ","444825.082812753    ","골프연습장업","사립","","","1","3116","","",""
"3160000","CDFH3301052003000008","20030807","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","","","152868","서울특별시 구로구 구로동 685-140 3층 ","서울특별시 구로구 구일로10길 93 (구로동3층)","08323","아센골프","20210531092236","U","2021-06-02 02:40:00.0","","189052.101789082    ","443748.279289935    ","골프연습장업","사립","","","","","","",""
"3160000","CDFH3301052010000009","20100625","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","","","152880","서울특별시 구로구 구로동 1124-2 ","서울특별시 구로구 디지털로32길 97-33 (구로동)","08391","NICE#","20210531093342","U","2021-06-02 02:40:00.0","","191186.615758839    ","442433.22500749     ","골프연습장업","사립","","","","","","",""
"3160000","CDFH3301052007000009","20070817","","04","취소/말소/만료/정지/중지","35","직권말소","20101207","","","","2060-3751","","152892","서울특별시 구로구 오류동 33-33번지 예성라온팰리스 101동 201호","서울특별시 구로구 경인로 240 101동 201호 (오류동예성라온팰리스)","","팜스프링 휘트니스","20110624094431","I","2018-08-31 23:59:59.0","","186433.563471491    ","443918.187210602    ","골프연습장업","사립","","","2","45599","","",""
"3160000","CDFH3301052007000011","20071106","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","02-864-8434","","152846","서울특별시 구로구 구로동 141-14 한진빌딩  지층 ","서울특별시 구로구 도림로 75 (구로동한진빌딩  지층)","08312","로손스크린골프연습장","20210531093142","U","2021-06-02 02:40:00.0","","190356.378018177    ","443098.420833064    ","골프연습장업","사립","","","1","2425","","",""
"3160000","CDFH3301052010000006","20100320","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","02-2684-5641","","152753","서울특별시 구로구 개봉동 470 삼환아파트 ","서울특별시 구로구 남부순환로95길 54 (개봉동삼환아파트)","08336","싱글로 스크린골프","20210531093308","U","2021-06-02 02:40:00.0","","187059.056573796    ","443627.002798789    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052007000002","20070307","","03","폐업","03","폐업","20130521","","","","895-0859","","153857","서울특별시 금천구 시흥동 870-30번지 ","서울특별시 금천구 시흥대로 258 (시흥동)","153857","뉴 골프 스쿨","20130521172458","I","2018-08-31 23:59:59.0","","191098.740736332    ","439406.075966033    ","골프연습장업","사립","","","","","","",""
"3160000","CDFH3301052006000007","20060904","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","6332-9696","","152862","서울특별시 구로구 구로동 560 신도림현대홈타운단지내지하1층 ","서울특별시 구로구 새말로9길 45 (구로동신도림현대홈타운단지내지하1층)","08291","현대스포츠클럽","20210531092812","U","2021-06-02 02:40:00.0","","189836.893829897    ","444739.302599603    ","골프연습장업","사립","","1","","162","","",""
"3160000","CDFH3301052009000006","20090309","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","","","152892","서울특별시 구로구 오류동 33-33 예성라온펠리스 102동 104105호 ","서울특별시 구로구 경인로 240 (오류동예성라온펠리스 102동 104105호)","08270","라온 스크린 골프","20210531092945","U","2021-06-02 02:40:00.0","","186433.563471491    ","443918.187210602    ","골프연습장업","사립","","","2","45599.67","","",""
"3160000","CDFH3301052009000009","20090720","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","02-864-9555","","152880","서울특별시 구로구 구로동 1127-22 ","서울특별시 구로구 디지털로32가길 25 (구로동)","08392","티오프타임","20210531093222","U","2021-06-02 02:40:00.0","","190987.661570042    ","442224.13121712     ","골프연습장업","사립","","","","","","",""
"3160000","CDFH3301051990000001","19900910","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","2602-4868","","152865","서울특별시 구로구 구로동 612-10 ","서울특별시 구로구 구로중앙로 215 (구로동)","08216","인애골프아카데미","20210531091756","U","2021-06-02 02:40:00.0","","189065.839819179    ","444751.671261513    ","골프연습장업","사립","","","","","","",""
"3160000","CDFH3301051993000001","19930629","","04","취소/말소/만료/정지/중지","35","직권말소","20110328","","","","2616-0961","","152140","서울특별시 구로구 항동 3-4번지 ","","","그린빌라","20110615094515","I","2018-08-31 23:59:59.0","","184343.815877741    ","442640.368627873    ","골프연습장업","사립","","","","","","",""
"3160000","CDFH3301051994000002","19940608","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","839-9192","","152868","서울특별시 구로구 구로동 685-456 상가 202 ","서울특별시 구로구 구일로2길 59 (구로동상가 202)","08325","구일실내골프연습장","20210531091849","U","2021-06-02 02:40:00.0","","189035.538796408    ","443022.606112742    ","골프연습장업","사립","","","","","","",""
"3160000","CDFH3301051997000002","19971001","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","867-8349","","152838","서울특별시 구로구 구로동 49 지하1층 ","서울특별시 구로구 공원로 26 (구로동지하1층)","08297","금호골프연습장","20210531091925","U","2021-06-02 02:40:00.0","","190394.394227379    ","444191.966689461    ","골프연습장업","사립","","","","","","",""
"3160000","CDFH3301051997000003","19971111","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","859-0707","","152879","서울특별시 구로구 구로동 832 ","서울특별시 구로구 디지털로26길 54 (구로동)","08393","마스터스골프연습장","20210531092001","U","2021-06-02 02:40:00.0","","190662.780817079    ","441973.603139541    ","골프연습장업","사립","","","","","","",""
"3160000","CDFH3301052000000001","20000325","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","2619-4447","","152831","서울특별시 구로구 고척동 196-12 ","서울특별시 구로구 고척로 218 (고척동)","08228","고척골프스쿨","20210531092046","U","2021-06-02 02:40:00.0","","187319.980356655    ","444820.606293172    ","골프연습장업","사립","","","","","","",""
"3160000","CDFH3301052003000002","20030324","","04","취소/말소/만료/정지/중지","35","직권말소","20210702","","","","2060-8858","","152826","서울특별시 구로구 고척동 76-5 ","","","(주)스타코","20210531092132","U","2021-06-02 02:40:00.0","","","","골프연습장업","사립","","1","","4985.87","","",""
"3160000","CDFH3301052009000003","20090224","","01","영업/정상","BBBB","","","","","","2612-0753","","152091","서울특별시 구로구 개봉동 182-11번지 한마음프라자 203호 204호 205호 ","서울특별시 구로구 개봉로23가길 76  (개봉동한마음프라자 203호 204호 205호)","","성원스크린골프","20090224135649","I","2018-08-31 23:59:59.0","","187570.082437559    ","443615.145683174    ","골프연습장업","사립","","","","","0","",""
"3170000","CDFH3301051999000002","19990624","","03","폐업","03","폐업","20000921","","","","","","153818","서울특별시 금천구 독산동 876-2번지 ","서울특별시 금천구 남부순환로 1390  (독산동)","","이글실내골프연습장","20030206134332","I","2018-08-31 23:59:59.0","","191545.516172445    ","441963.975260744    ","골프연습장업","사립","","0","0","0","","",""
"3170000","CDFH3301052000000002","20001130","","03","폐업","03","폐업","20040527","","","","","","153861","서울특별시 금천구 시흥동 954-21번지 ","서울특별시 금천구 시흥대로 82  (시흥동)","","피지에이골프스쿨","20041221113250","I","2018-08-31 23:59:59.0","","191428.591745491    ","437689.38449215     ","골프연습장업","사립","0","","","","","",""
"3170000","CDFH3301052001000001","20010417","","03","폐업","03","폐업","20041125","","","","","","153862","서울특별시 금천구 시흥동 962-2번지 ","서울특별시 금천구 시흥대로 52  (시흥동)","","석수골프연습장","20041125132825","I","2018-08-31 23:59:59.0","","191395.114615449    ","437394.913802493    ","골프연습장업","사립","0","","","","","",""
"3170000","CDFH3301052001000002","20010419","","03","폐업","03","폐업","20011015","","","","","","153820","서울특별시 금천구 독산동 906-25번지 문성빌딩 ","서울특별시 금천구 문성로 55  (독산동문성빌딩)","","형제골프스쿨","20030206134332","I","2018-08-31 23:59:59.0","","191940.52846371     ","441672.089311358    ","골프연습장업","사립","","0","0","0","","",""
"3170000","CDFH3301052001000003","20011022","","03","폐업","03","폐업","20050328","","","","","","153820","서울특별시 금천구 독산동 906-25번지 ","서울특별시 금천구 문성로 55  (독산동)","","형제골프연습장","20050328145017","I","2018-08-31 23:59:59.0","","191940.52846371     ","441672.089311358    ","골프연습장업","사립","0","","","","","",""
"3170000","CDFH3301052003000001","20030401","","03","폐업","03","폐업","20041106","","","","855-7510","","153820","서울특별시 금천구 독산동 900-8번지 서원빌딩 지하 ","서울특별시 금천구 남부순환로 1414  (독산동서원빌딩 지하)","","(주)아르곤스포츠","20051209095529","I","2018-08-31 23:59:59.0","","191794.387105728    ","442013.609096475    ","골프연습장업","사립","0","","","250","","",""
"3170000","CDFH3301052006000003","20060501","","03","폐업","03","폐업","20080429","","","","851-2002","","153803","서울특별시 금천구 가산동 536-1번지 ","","","제이에스골프클럽","20080429105724","I","2018-08-31 23:59:59.0","","","","골프연습장업","사립","0","","","","","",""
"3170000","CDFH3301052007000001","20070118","","03","폐업","03","폐업","20111201","","","","808-3838","","153813","서울특별시 금천구 독산동 291-5번지 시티렉스 3층 ","서울특별시 금천구 시흥대로 399  (독산동시티렉스 3층)","","리젠휘트니스","20111202151735","I","2018-08-31 23:59:59.0","","190858.649482406    ","440808.541334678    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052007000003","20070314","","03","폐업","03","폐업","20120406","","","","02)2081-0940","","153801","서울특별시 금천구 가산동 60-27번지 ","서울특별시 금천구 디지털로 188  (가산동)","","W-FITNESS CARE & GOLF","20120409131559","I","2018-08-31 23:59:59.0","","189997.455663258    ","441687.841171831    ","골프연습장업","사립","0","1","","","","",""
"3170000","CDFH3301052007000004","20070612","","03","폐업","03","폐업","20100527","","","","02-865-0753","","153859","서울특별시 금천구 시흥동 912-20번지 403호 ","서울특별시 금천구 금하로 720  (시흥동403호)","","골프스토리금천점","20100527170314","I","2018-08-31 23:59:59.0","","191917.450107657    ","438699.77460936     ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052007000006","20070813","","03","폐업","03","폐업","20071228","","","","888-0924","","153010","서울특별시 금천구 독산동 1077번지 ","","","SBS 스크린 골프 클럽","20080523153827","I","2018-08-31 23:59:59.0","","","","골프연습장업","사립","0","","","","","",""
"3170000","CDFH3301052003000002","20030923","","03","폐업","03","폐업","20041106","","","","855-7510","","153820","서울특별시 금천구 독산동 900-8번지 서원빌딩 지하 ","서울특별시 금천구 남부순환로 1414  (독산동서원빌딩 지하)","","(주)아르곤스포츠","20051212112801","I","2018-08-31 23:59:59.0","","191794.387105728    ","442013.609096475    ","골프연습장업","사립","0","","","250","","",""
"3170000","CDFH3301052003000003","20030923","","03","폐업","03","폐업","20041106","","","","855-7510","","153820","서울특별시 금천구 독산동 900-8번지 서원빌딩 지하 ","서울특별시 금천구 남부순환로 1414  (독산동서원빌딩 지하)","","(주)아르곤스포츠","20051212112859","I","2018-08-31 23:59:59.0","","191794.387105728    ","442013.609096475    ","골프연습장업","사립","0","","","250","","",""
"3170000","CDFH3301052003000004","20031209","","03","폐업","03","폐업","20211012","","","","808-5105~7","","","서울특별시 금천구 시흥동 831-6 (주)남성프라자 ","서울특별시 금천구 금하로 705 (주)남성프라자 5층 (시흥동)","08573","팀키스짐","20211012135848","U","2021-10-14 02:40:00.0","","191823.026849977    ","438834.378061101    ","골프연습장업","사립","","0","0","0","0","",""
"3170000","CDFH3301052003000005","20031210","","03","폐업","03","폐업","20061009","","","","853-0779","","153023","서울특별시 금천구 가산동 151-3637 ","","","이글골프연습장","20111010164903","I","2018-08-31 23:59:59.0","","","","골프연습장업","사립","","","","2394.7","","",""
"3170000","CDFH3301052004000001","20040310","","03","폐업","03","폐업","20070612","","","","803-0367","","153859","서울특별시 금천구 시흥동 912-20번지 ","서울특별시 금천구 금하로 720  (시흥동)","","프라자골프연습장","20070625161042","I","2018-08-31 23:59:59.0","","191917.450107657    ","438699.77460936     ","골프연습장업","사립","0","","","12124.8","","",""
"3170000","CDFH3301052005000001","20050714","","03","폐업","03","폐업","20100413","","","","2026-0737","","153786","서울특별시 금천구 가산동 371-28번지 우림라이온스밸리 A동 303-308호 ","서울특별시 금천구 가산디지털1로 168  (가산동우림라이온스밸리 A동 303-308호)","","라이온스 휘트니스","20100413160500","I","2018-08-31 23:59:59.0","","189538.020935968    ","441982.427934953    ","골프연습장업","사립","","","","14951.82","","",""
"3170000","CDFH3301051989000001","19891227","","03","폐업","03","폐업","20000924","","","","","","153829","서울특별시 금천구 독산동 1008-8번지 ","서울특별시 금천구 시흥대로 357  (독산동)","","독산골프연습장","20030206134332","I","2018-08-31 23:59:59.0","","190841.900402223    ","440386.906513034    ","골프연습장업","사립","","0","0","0","","",""
"3170000","CDFH3301051990000001","19901121","","03","폐업","03","폐업","20001206","","","","","","153803","서울특별시 금천구 가산동 494-7번지 ","","","구로골프연습장","20030206134332","I","2018-08-31 23:59:59.0","","","","골프연습장업","사립","","0","0","0","","",""
"3170000","CDFH3301052005000003","20050905","","03","폐업","03","폐업","20070528","","","","853-5633","","153804","서울특별시 금천구 가산동 772번지 두산뉴그린 204호 ","서울특별시 금천구 가산로 106  (가산동두산뉴그린 204호)","","에이스골프클럽","20071212093936","I","2018-08-31 23:59:59.0","","190527.918536528    ","441484.865931033    ","골프연습장업","사립","0","","","1348","","",""
"3170000","CDFH3301051994000001","19940611","","03","폐업","03","폐업","20070307","","","","895-0859","","153860","서울특별시 금천구 시흥동 936번지 ","서울특별시 금천구 시흥대로 160  (시흥동)","","한양골프스쿨","20070307105335","I","2018-08-31 23:59:59.0","","191387.19914139     ","438475.345606343    ","골프연습장업","사립","0","","","1088.83","","",""
"3170000","CDFH3301052009000004","20090604","","03","폐업","03","폐업","20120220","","","","02-869-3000","","153023","서울특별시 금천구 가산동 371-28번지 우림 라이온스밸리 A동 105~106호","서울특별시 금천구 가산디지털1로 168 A동 105~106호 (가산동우림 라이온스밸리)","","가산스크린골프(스크린)","20120220150038","I","2018-08-31 23:59:59.0","","189538.020935968    ","441982.427934953    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052009000008","20090724","","03","폐업","03","폐업","20200723","","","","02-853-6217","","153806","서울특별시 금천구 독산동 152-6 삼희빌딩 9층 ","서울특별시 금천구 시흥대로 429 (독산동삼희빌딩 9층)","","스카이 스크린골프","20200723134853","U","2020-07-25 02:40:00.0","","190878.547242333    ","441091.373561528    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052009000010","20091102","","03","폐업","03","폐업","20140718","","","","2027-0707","","153777","서울특별시 금천구 가산동 60-11번지 스타밸리 ","서울특별시 금천구 디지털로9길 99 (가산동스타밸리)","","가산 디지털 스크린골프","20140718165214","I","2018-08-31 23:59:59.0","","189748.024164036    ","442174.424111843    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052010000001","20100128","","03","폐업","03","폐업","20130116","","","","02-6343-6262","","153023","서울특별시 금천구 가산동 345-90번지 한라시그마밸리 208호","서울특별시 금천구 가산디지털2로 53  208호 (가산동한라시그마밸리)","","한라시그마 스크린골프","20130116182213","I","2018-08-31 23:59:59.0","","189419.091886816    ","441207.655086501    ","골프연습장업","사립","","","1","74379.84","","",""
"3170000","CDFH3301052010000002","20100208","","03","폐업","03","폐업","20170331","","","","855-0742","","153013","서울특별시 금천구 독산동 901-6번지 ","서울특별시 금천구 남부순환로 1426  (독산동)","","백악관스크린골프","20170331171233","I","2018-08-31 23:59:59.0","","191895.288755702    ","442040.202628995    ","골프연습장업","사립","","","1","1999.28","","",""
"3170000","CDFH3301052010000004","20100322","","03","폐업","03","폐업","20150317","","","","02-2028-7000","","153023","서울특별시 금천구 가산동 459-11번지 제이플라츠 A동 308호","서울특별시 금천구 가산디지털1로 186 A동 308호 (가산동제이플라츠)","","스포파크","20150324175820","I","2018-08-31 23:59:59.0","","189452.382474246    ","442205.867457803    ","골프연습장업","사립","","","2","98281.5","","",""
"3170000","CDFH3301052012000001","20120116","","03","폐업","03","폐업","20170120","","","","6111-8020","","153803","서울특별시 금천구 가산동 470-8번지 kcc웰츠밸리 지하1층 105호","서울특별시 금천구 가산디지털1로 470-8 (가산동)","153803","kcc 스크린골프","20170120162135","I","2018-08-31 23:59:59.0","","189282.557380259    ","442417.955057116    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052013000001","20131105","","03","폐업","03","폐업","20161108","","","","028930703","","153858","서울특별시 금천구 시흥동 904-22번지 ","서울특별시 금천구 시흥대로 164 (시흥동)","153858","세왕 비전골프죤","20161108152153","I","2018-08-31 23:59:59.0","","191368.522097415    ","438529.363086443    ","골프연습장업","사립","","","1","","","",""
"3170000","CDFH3301052008000006","20081104","","03","폐업","03","폐업","20150304","","","","02-2029-6969","","153802","서울특별시 금천구 가산동 327-32번지 ","서울특별시 금천구 가산디지털2로 14  (가산동)","","(주)세코","20150304152124","I","2018-08-31 23:59:59.0","","189686.475000033    ","440870.092608694    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052008000007","20081106","","03","폐업","03","폐업","20140729","","","","2027-0753","","153801","서울특별시 금천구 가산동 60-11번지 스타밸리 209호 ","서울특별시 금천구 디지털로9길 99 (가산동스타밸리 209호)","","스타밸리스크린골프","20140729095018","I","2018-08-31 23:59:59.0","","189748.024164036    ","442174.424111843    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052014000003","20140729","","03","폐업","03","폐업","20211018","","","","02-892-0753","","153839","서울특별시 금천구 시흥동 113-15 ","서울특별시 금천구 시흥대로 281 102호 (시흥동)","08609","새한스크린골프","20211018163829","U","2021-10-20 02:40:00.0","","190916.469867215    ","439603.120857528    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052016000001","20160127","","03","폐업","03","폐업","20180122","","","","","","","서울특별시 금천구 독산동 299-55번지 ","서울특별시 금천구 두산로13길 31 (독산동)","08524","신골프존","20180122160406","I","2018-08-31 23:59:59.0","","190614.18912841     ","441054.793433681    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052018000001","20180123","","03","폐업","03","폐업","20201207","","","","","","","서울특별시 금천구 독산동 299-55 ","서울특별시 금천구 두산로13길 31 신우빌딩 3 4층 (독산동)","08524","신골프존","20201207174345","U","2020-12-09 02:40:00.0","","190614.18912841     ","441054.793433681    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052010000005","20100906","","03","폐업","03","폐업","20210503","","","","893-0753","","153864","서울특별시 금천구 시흥동 992-12 101102호 ","서울특별시 금천구 시흥대로57길 17 (시흥동101102호)","","OK스크린골프","20210503140037","U","2021-05-05 02:40:00.0","","191104.270539805    ","438995.758911348    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052010000006","20100930","","03","폐업","03","폐업","20211025","","","","","","153790","서울특별시 금천구 가산동 60-15 B동 134호","서울특별시 금천구 벚꽃로 286 B층 134호 (가산동)","08511","리더스 스크린 골프","20211025161409","U","2021-10-27 02:40:00.0","","189685.516219475    ","442026.468974479    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052010000007","20101013","","03","폐업","03","폐업","20190322","","","","2624-2388","","153023","서울특별시 금천구 가산동 685번지 ","서울특별시 금천구 범안로 1130 (가산동)","","워너비 짐","20190325174031","U","2019-03-27 02:40:00.0","","189978.050925581    ","440363.954453659    ","골프연습장업","사립","","","15","","","",""
"3170000","CDFH3301052020000002","20200130","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 가산동 371-17번지 BYC HIGHCITY ","서울특별시 금천구 가산디지털1로 131 BYC HIGHCITY 지하1층 129~131호 (가산동)","08506","(주)인스타짐골프아카데미","20200130112131","I","2020-02-01 00:23:41.0","","189522.336721798    ","441654.010373182    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052020000001","20200123","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 독산동 291-5번지 시티렉스 ","서울특별시 금천구 시흥대로 399 시티렉스 3층 (독산동)","08584","비타민 골프 아카데미","20200123135429","I","2020-01-25 00:23:24.0","","190858.649482406    ","440808.541334678    ","골프연습장업","사립","","1","","","","",""
"3170000","CDFH3301052021000001","20211006","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 987-12 국민은행시흥동점 ","서울특별시 금천구 시흥대로 167 국민은행시흥동점 지하1층 (시흥동)","08636","더 힐 골프","20211006091717","I","2021-10-08 00:22:47.0","","191290.27850271     ","438518.811960006    ","골프연습장업","사립","","0","0","0","0","",""
"3170000","CDFH3301051995000002","19951201","","01","영업/정상","13","영업중","","","","","856-9559","","153812","서울특별시 금천구 독산동 288-10번지 ","서울특별시 금천구 시흥대로123길 24 (독산동)","","양서골프연습장","20150114155945","I","2018-08-31 23:59:59.0","","190834.809020629    ","440967.732247339    ","골프연습장업","사립","","","","1064.57","","",""
"3170000","CDFH3301052006000002","20060424","","01","영업/정상","13","영업중","","","","","809-0090","","153860","서울특별시 금천구 시흥동 936-1번지 극동빌딩 4층 ","서울특별시 금천구 시흥대로 158  (시흥동극동빌딩 4층)","","금천스크린골프","20100930133409","I","2018-08-31 23:59:59.0","","191391.967280466    ","438458.097193512    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052006000004","20060620","","01","영업/정상","13","영업중","","","","","809-3343","","153867","서울특별시 금천구 독산동 1077번지 ","서울특별시 금천구 시흥대로 288  (독산동)","","sbs스크린골프클럽","20110207103725","I","2018-08-31 23:59:59.0","","191006.63702115     ","439695.664432932    ","골프연습장업","사립","","","","632.32","","",""
"3170000","CDFH3301052007000005","20070803","","01","영업/정상","13","영업중","","","","","3397-5555","","153803","서울특별시 금천구 가산동 470-5 에이스테크노타워10차B1 ","서울특별시 금천구 가산디지털1로 196 (가산동에이스테크노타워10차B1)","","이원용골프아카데미&클리닉","20210205152934","U","2021-02-07 02:40:00.0","","189417.708595762    ","442309.174987731    ","골프연습장업","사립","","","","","","",""
"3170000","CDFH3301052003000006","20031216","","01","영업/정상","13","영업중","","","","","894-8308","","153837","서울특별시 금천구 시흥동 8-17 ","서울특별시 금천구 독산로54길 32 (시흥동)","","뉴금천 휘트니스","20210524155535","U","2021-05-26 02:40:00.0","","191722.685627755    ","440208.664195097    ","골프연습장업","사립","","","","1851.01","","",""
"3170000","CDFH3301052004000003","20041109","","01","영업/정상","13","영업중","","","","","855-7509","","153820","서울특별시 금천구 독산동 900-8 ","서울특별시 금천구 남부순환로 1414 (독산동)","08548","민골프아카데미","20210111164420","U","2021-01-13 02:40:00.0","","191794.387105728    ","442013.609096475    ","골프연습장업","사립","","","","2187.5","","",""
"3170000","CDFH3301052005000002","20050802","","01","영업/정상","13","영업중","","","","","080-992-0007","","153820","서울특별시 금천구 독산동 901-7번지 지오프라자 6층동 ","서울특별시 금천구 남부순환로 1428 6층 (독산동 지오프라자)","08548","애니 골프","20131114082841","I","2018-08-31 23:59:59.0","","191911.448935236    ","442043.878227727    ","골프연습장업","사립","","","","5685.88","","",""
"3170000","CDFH3301052007000007","20070828","","01","영업/정상","13","영업중","","","","","864-8835","","153803","서울특별시 금천구 가산동 550-1번지 2층 ","서울특별시 금천구 가산디지털2로 98  (가산동2층)","","IT휘트니스","20090421143801","I","2018-08-31 23:59:59.0","","189369.53962474     ","441629.361414684    ","골프연습장업","사립","0","","","","","",""
